Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,0,Not Graduate,Yes,18528,4351.0,94.0,180.0,0.0,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,9110,5047.0,389.0,360.0,0.0,Rural,Y
Female,Yes,1,Graduate,No,14217,766.0,447.0,180.0,1.0,Rural,N
Female,No,3,Not Graduate,No,15300,4170.0,127.0,360.0,1.0,Rural,Y
Female,Yes,1,Not Graduate,No,1956,2648.0,323.0,180.0,0.0,Semiurban,Y
Male,No,0,Not Graduate,No,13613,678.0,237.0,240.0,1.0,Urban,N
Male,No,0,Not Graduate,No,8887,9215.0,55.0,240.0,1.0,Rural,N
Male,Yes,1,Graduate,Yes,19272,5256.0,328.0,180.0,0.0,Semiurban,Y
Male,Yes,3,Graduate,No,8401,7388.0,198.0,240.0,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,3589,7537.0,244.0,180.0,0.0,Semiurban,N
Female,Yes,1,Not Graduate,Yes,5876,5517.0,282.0,180.0,1.0,Rural,N
Male,Yes,3,Graduate,Yes,13240,7676.0,345.0,360.0,0.0,Semiurban,N
Female,Yes,0,Graduate,Yes,6817,7725.0,166.0,180.0,0.0,Urban,N
Female,Yes,2,Graduate,Yes,5549,4199.0,75.0,180.0,1.0,Semiurban,N
Male,No,0,Not Graduate,No,5178,6856.0,192.0,360.0,1.0,Urban,Y
Female,No,0,Not Graduate,No,16510,7201.0,397.0,180.0,0.0,Semiurban,Y
Female,No,0,Not Graduate,Yes,16148,1516.0,329.0,360.0,0.0,Rural,Y
Female,No,3,Not Graduate,Yes,10794,9844.0,145.0,240.0,0.0,Rural,Y
Female,No,0,Graduate,Yes,4960,1578.0,477.0,360.0,1.0,Semiurban,N
Male,No,0,Not Graduate,Yes,2374,9224.0,187.0,360.0,1.0,Rural,N
Female,Yes,1,Not Graduate,No,15874,4428.0,340.0,180.0,1.0,Urban,N
Male,Yes,0,Not Graduate,No,2896,3548.0,80.0,240.0,1.0,Semiurban,N
Female,Yes,3,Graduate,No,15092,896.0,304.0,180.0,0.0,Urban,Y
Male,No,2,Not Graduate,No,2766,5529.0,452.0,360.0,0.0,Semiurban,N
Male,Yes,2,Not Graduate,No,10279,3464.0,69.0,180.0,1.0,Rural,N
Male,No,1,Not Graduate,Yes,15043,9090.0,298.0,180.0,1.0,Semiurban,Y
Female,Yes,3,Not Graduate,No,17420,5709.0,152.0,240.0,1.0,Urban,Y
Female,Yes,3,Not Graduate,No,2851,7231.0,53.0,180.0,1.0,Rural,N
Male,Yes,1,Not Graduate,No,12593,1189.0,447.0,240.0,0.0,Urban,N
Female,Yes,3,Graduate,Yes,3496,8773.0,115.0,180.0,0.0,Semiurban,Y
Female,No,0,Not Graduate,Yes,8633,1001.0,389.0,180.0,1.0,Rural,N
Male,Yes,2,Graduate,Yes,12727,8238.0,417.0,360.0,1.0,Urban,Y
Female,No,2,Graduate,No,2609,7649.0,156.0,360.0,0.0,Rural,Y
Male,Yes,3,Graduate,Yes,7058,2326.0,462.0,240.0,1.0,Semiurban,Y
Female,No,1,Graduate,Yes,14477,7100.0,157.0,360.0,1.0,Urban,N
Female,Yes,2,Not Graduate,Yes,9500,6320.0,237.0,240.0,0.0,Semiurban,Y
Male,No,3,Graduate,Yes,18656,2862.0,274.0,360.0,1.0,Semiurban,N
Female,No,0,Not Graduate,No,15888,708.0,322.0,180.0,0.0,Rural,Y
Female,No,0,Not Graduate,Yes,13305,6178.0,316.0,360.0,1.0,Rural,N
Male,No,3,Graduate,Yes,6095,6489.0,319.0,180.0,1.0,Semiurban,Y
Female,Yes,3,Not Graduate,No,12417,5017.0,68.0,360.0,1.0,Semiurban,Y
Male,No,1,Not Graduate,Yes,18679,7655.0,168.0,180.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,8980,2595.0,260.0,180.0,1.0,Rural,Y
Female,No,3,Graduate,No,8057,6280.0,174.0,360.0,0.0,Urban,Y
Female,Yes,0,Graduate,Yes,16302,1356.0,199.0,360.0,1.0,Semiurban,Y
Female,No,2,Graduate,No,12711,8854.0,399.0,180.0,0.0,Rural,Y
Female,No,2,Graduate,Yes,3837,1174.0,280.0,180.0,1.0,Urban,Y
Female,Yes,3,Not Graduate,Yes,10680,1054.0,379.0,180.0,1.0,Semiurban,Y
Female,No,3,Not Graduate,Yes,1945,5591.0,322.0,180.0,1.0,Rural,N
Male,Yes,0,Graduate,Yes,4395,7989.0,415.0,360.0,1.0,Urban,Y
Male,No,3,Graduate,No,7460,1461.0,323.0,240.0,0.0,Urban,Y
Female,Yes,1,Not Graduate,No,5417,5474.0,390.0,180.0,0.0,Rural,Y
Male,No,2,Not Graduate,No,18292,1773.0,363.0,240.0,1.0,Rural,Y
Female,No,1,Not Graduate,No,8048,5033.0,127.0,360.0,0.0,Urban,N
Male,Yes,2,Not Graduate,Yes,15854,79.0,170.0,180.0,0.0,Rural,N
Female,No,2,Graduate,No,9026,506.0,184.0,360.0,0.0,Semiurban,N
Female,Yes,3,Not Graduate,Yes,12544,4388.0,349.0,360.0,1.0,Urban,N
Female,No,2,Graduate,No,12080,7546.0,307.0,360.0,1.0,Urban,Y
Male,Yes,2,Graduate,No,4592,2206.0,454.0,240.0,1.0,Urban,Y
Female,Yes,3,Graduate,Yes,10839,9897.0,499.0,360.0,1.0,Semiurban,Y
Male,No,3,Not Graduate,Yes,11061,8381.0,425.0,180.0,0.0,Rural,N
Female,No,0,Not Graduate,No,7391,414.0,224.0,180.0,1.0,Semiurban,N
Male,No,2,Not Graduate,No,7647,9199.0,427.0,240.0,1.0,Rural,Y
Male,Yes,2,Graduate,Yes,10765,131.0,423.0,180.0,0.0,Semiurban,Y
Male,No,1,Graduate,No,4640,6114.0,335.0,360.0,0.0,Urban,Y
Male,No,1,Graduate,Yes,7483,8642.0,182.0,360.0,0.0,Semiurban,N
Male,Yes,2,Not Graduate,No,7454,7761.0,400.0,240.0,1.0,Urban,N
Male,Yes,2,Not Graduate,No,3749,6109.0,454.0,240.0,1.0,Semiurban,Y
Male,No,3,Graduate,No,10356,8751.0,497.0,240.0,0.0,Semiurban,N
Male,Yes,3,Not Graduate,Yes,3092,466.0,121.0,360.0,1.0,Semiurban,N
Female,No,0,Graduate,Yes,4945,3121.0,483.0,360.0,0.0,Rural,Y
Male,Yes,0,Not Graduate,No,10576,7021.0,386.0,360.0,1.0,Rural,N
Male,No,0,Not Graduate,No,6007,5944.0,320.0,360.0,0.0,Rural,N
Male,Yes,0,Graduate,Yes,5764,7643.0,158.0,240.0,0.0,Urban,N
Male,Yes,2,Graduate,Yes,7876,345.0,301.0,360.0,0.0,Rural,N
Male,Yes,2,Not Graduate,Yes,2437,7067.0,428.0,360.0,1.0,Semiurban,N
Male,Yes,3,Not Graduate,No,14014,5693.0,123.0,360.0,1.0,Rural,N
Female,No,0,Graduate,Yes,18590,5564.0,412.0,240.0,1.0,Urban,N
Female,Yes,3,Not Graduate,Yes,8784,3922.0,401.0,180.0,0.0,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,8050,6239.0,297.0,360.0,1.0,Urban,N
Male,No,3,Graduate,No,19264,8615.0,22.0,180.0,1.0,Urban,N
Female,Yes,1,Graduate,No,9091,9247.0,356.0,360.0,0.0,Semiurban,Y
Male,No,0,Not Graduate,No,9183,8488.0,110.0,240.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,7069,5319.0,339.0,360.0,0.0,Urban,N
Male,Yes,1,Not Graduate,No,19494,6985.0,250.0,180.0,1.0,Semiurban,Y
Female,No,2,Graduate,No,12824,131.0,330.0,360.0,0.0,Rural,Y
Male,Yes,0,Not Graduate,Yes,4579,4424.0,319.0,180.0,1.0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,11108,219.0,422.0,360.0,1.0,Semiurban,Y
Female,Yes,1,Graduate,Yes,19426,4052.0,439.0,240.0,1.0,Rural,N
Male,Yes,3,Graduate,Yes,6630,1664.0,66.0,180.0,1.0,Urban,N
Male,No,1,Not Graduate,Yes,14663,3707.0,54.0,180.0,1.0,Rural,N
Male,Yes,3,Not Graduate,No,6398,4012.0,472.0,360.0,0.0,Semiurban,Y
Male,No,0,Not Graduate,Yes,4573,5451.0,27.0,180.0,0.0,Semiurban,Y
Male,No,3,Not Graduate,No,17443,2320.0,326.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,3601,3397.0,95.0,240.0,1.0,Rural,N
Female,No,2,Not Graduate,No,6575,8894.0,179.0,240.0,1.0,Rural,N
Female,No,2,Not Graduate,No,16772,4532.0,247.0,180.0,0.0,Urban,Y
Female,No,2,Not Graduate,No,13130,2034.0,176.0,360.0,0.0,Rural,N
Male,Yes,1,Graduate,No,16794,9806.0,255.0,180.0,1.0,Semiurban,N
Female,Yes,3,Not Graduate,No,9380,2049.0,184.0,240.0,0.0,Rural,N
Male,Yes,1,Not Graduate,No,3273,2547.0,161.0,360.0,0.0,Urban,N
Female,Yes,3,Graduate,Yes,19964,8692.0,94.0,180.0,1.0,Urban,N
Female,No,2,Graduate,No,10865,9810.0,101.0,360.0,0.0,Rural,Y
Female,No,0,Graduate,No,14121,3279.0,361.0,180.0,0.0,Rural,Y
Female,Yes,2,Not Graduate,No,4385,5528.0,342.0,360.0,1.0,Urban,N
Male,Yes,2,Not Graduate,No,13605,9690.0,368.0,240.0,1.0,Rural,N
Female,Yes,1,Graduate,Yes,16631,423.0,86.0,180.0,1.0,Rural,N
Female,No,1,Graduate,No,10842,381.0,204.0,360.0,1.0,Urban,N
Female,Yes,3,Not Graduate,Yes,15094,8401.0,144.0,360.0,1.0,Semiurban,Y
Female,Yes,1,Not Graduate,No,4647,4851.0,316.0,240.0,0.0,Semiurban,Y
Male,No,1,Graduate,No,8585,590.0,372.0,360.0,0.0,Rural,N
Female,Yes,3,Graduate,Yes,2185,3462.0,32.0,180.0,1.0,Rural,N
Female,No,1,Graduate,Yes,9663,1627.0,196.0,180.0,0.0,Rural,N
Male,Yes,1,Not Graduate,Yes,7760,6881.0,114.0,180.0,0.0,Semiurban,N
Female,Yes,3,Graduate,No,13988,257.0,460.0,240.0,0.0,Rural,N
Female,No,0,Graduate,Yes,16613,1852.0,192.0,180.0,1.0,Semiurban,Y
Male,No,3,Not Graduate,No,6918,5512.0,420.0,180.0,1.0,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,19017,7865.0,93.0,180.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,6602,4185.0,293.0,180.0,1.0,Rural,N
Female,Yes,1,Not Graduate,Yes,13976,7003.0,469.0,360.0,1.0,Semiurban,N
Female,Yes,3,Not Graduate,No,17878,5774.0,289.0,240.0,1.0,Urban,N
Male,No,1,Graduate,No,4278,4523.0,365.0,360.0,0.0,Semiurban,N
Male,No,0,Graduate,Yes,6062,966.0,202.0,240.0,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,16065,1905.0,80.0,240.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,14584,4789.0,375.0,240.0,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,6094,183.0,264.0,240.0,1.0,Rural,N
Male,No,0,Graduate,Yes,5059,9010.0,40.0,180.0,0.0,Rural,Y
Male,No,3,Not Graduate,Yes,4397,8559.0,107.0,180.0,0.0,Rural,Y
Male,No,1,Not Graduate,Yes,14398,4881.0,67.0,360.0,0.0,Urban,N
Male,No,0,Not Graduate,Yes,6629,5470.0,234.0,240.0,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,10408,3252.0,287.0,240.0,0.0,Semiurban,N
Female,No,1,Graduate,No,10006,4226.0,351.0,240.0,1.0,Semiurban,N
Male,Yes,1,Not Graduate,No,11276,4138.0,131.0,240.0,0.0,Semiurban,Y
Male,No,1,Not Graduate,Yes,5294,6328.0,276.0,360.0,1.0,Rural,Y
Male,Yes,1,Not Graduate,Yes,10449,1177.0,344.0,240.0,0.0,Semiurban,N
Female,Yes,2,Graduate,No,14613,1263.0,443.0,240.0,1.0,Semiurban,N
Female,Yes,0,Not Graduate,No,2494,9135.0,462.0,240.0,0.0,Rural,N
Male,No,2,Not Graduate,No,3269,2267.0,459.0,360.0,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,5361,7621.0,220.0,240.0,1.0,Semiurban,N
Female,No,1,Graduate,No,8737,3037.0,210.0,240.0,0.0,Urban,N
Female,Yes,0,Not Graduate,Yes,2674,4991.0,329.0,360.0,1.0,Urban,N
Male,Yes,2,Graduate,Yes,18188,7081.0,100.0,360.0,0.0,Rural,Y
Male,Yes,1,Graduate,No,2695,1677.0,203.0,180.0,0.0,Rural,N
Female,Yes,0,Not Graduate,No,15417,7001.0,409.0,240.0,0.0,Urban,Y
Female,Yes,0,Not Graduate,No,2404,7755.0,127.0,360.0,0.0,Rural,N
Female,Yes,0,Not Graduate,Yes,3046,9490.0,346.0,240.0,1.0,Semiurban,Y
Female,No,2,Not Graduate,No,6945,193.0,101.0,240.0,0.0,Urban,Y
Female,No,1,Graduate,Yes,11335,4803.0,228.0,360.0,1.0,Rural,Y
Female,Yes,3,Not Graduate,No,2573,8856.0,225.0,360.0,0.0,Semiurban,Y
Female,No,3,Graduate,Yes,5109,7043.0,436.0,240.0,1.0,Semiurban,N
Male,No,0,Graduate,No,2223,8970.0,65.0,360.0,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,15169,9700.0,394.0,360.0,0.0,Rural,N
Male,No,1,Graduate,Yes,16885,8671.0,35.0,180.0,0.0,Rural,N
Female,Yes,0,Graduate,No,18514,2752.0,134.0,240.0,1.0,Urban,N
Female,No,1,Graduate,Yes,6445,153.0,21.0,360.0,1.0,Rural,N
Male,Yes,2,Not Graduate,Yes,4182,2549.0,203.0,180.0,0.0,Rural,N
Male,Yes,2,Not Graduate,Yes,17433,4045.0,484.0,240.0,0.0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,17875,6652.0,180.0,180.0,0.0,Semiurban,Y
Female,No,0,Graduate,No,14529,6502.0,440.0,180.0,1.0,Semiurban,N
Male,Yes,1,Graduate,Yes,14100,6866.0,303.0,360.0,0.0,Urban,N
Female,Yes,3,Not Graduate,Yes,3940,5418.0,335.0,180.0,0.0,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,11353,9380.0,456.0,360.0,0.0,Urban,N
Female,No,0,Not Graduate,Yes,13012,6503.0,168.0,180.0,0.0,Urban,Y
Female,Yes,0,Graduate,No,3583,1457.0,480.0,240.0,0.0,Urban,Y
Male,No,1,Graduate,Yes,5761,599.0,123.0,240.0,0.0,Urban,Y
Male,Yes,0,Graduate,Yes,3253,8975.0,160.0,360.0,0.0,Urban,N
Male,No,0,Not Graduate,No,4600,4013.0,469.0,180.0,0.0,Rural,Y
Female,Yes,1,Graduate,No,16268,295.0,423.0,180.0,1.0,Semiurban,N
Male,Yes,3,Graduate,No,11460,4554.0,180.0,180.0,0.0,Urban,N
Female,Yes,2,Graduate,No,16511,8084.0,76.0,180.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,18305,1593.0,27.0,240.0,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,5871,1975.0,38.0,360.0,1.0,Semiurban,N
Female,Yes,3,Not Graduate,No,19980,4036.0,484.0,360.0,0.0,Urban,N
Male,No,3,Graduate,Yes,18712,3591.0,181.0,360.0,0.0,Rural,Y
Female,No,0,Graduate,No,7557,838.0,107.0,240.0,0.0,Rural,Y
Female,No,3,Not Graduate,No,13304,3828.0,440.0,240.0,1.0,Urban,Y
Female,No,1,Not Graduate,Yes,15470,37.0,475.0,180.0,0.0,Urban,N
Male,Yes,2,Not Graduate,No,18713,5150.0,391.0,360.0,1.0,Rural,Y
Female,Yes,1,Not Graduate,Yes,16751,9634.0,265.0,180.0,0.0,Rural,N
Female,No,1,Graduate,No,11236,940.0,28.0,240.0,0.0,Semiurban,N
Male,No,0,Graduate,Yes,19994,5481.0,144.0,240.0,0.0,Semiurban,N
Female,No,0,Graduate,No,12093,9099.0,147.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,Yes,15101,7457.0,497.0,240.0,1.0,Rural,N
Female,No,2,Not Graduate,Yes,19111,6970.0,245.0,180.0,1.0,Urban,N
Male,No,3,Graduate,No,13891,2981.0,384.0,360.0,0.0,Rural,Y
Male,No,2,Graduate,Yes,7785,9110.0,465.0,180.0,1.0,Rural,N
Female,No,3,Not Graduate,Yes,4611,5435.0,195.0,180.0,0.0,Semiurban,Y
Female,Yes,3,Not Graduate,No,8048,4302.0,452.0,360.0,1.0,Semiurban,Y
Female,No,3,Graduate,Yes,9270,4368.0,479.0,180.0,1.0,Urban,Y
Female,No,0,Not Graduate,No,4763,7805.0,435.0,180.0,1.0,Rural,Y
Female,Yes,3,Graduate,Yes,17290,6387.0,477.0,180.0,1.0,Rural,N
Male,No,3,Not Graduate,No,9965,5919.0,36.0,360.0,1.0,Semiurban,N
Male,No,3,Graduate,No,9754,2466.0,142.0,360.0,1.0,Semiurban,N
Female,Yes,1,Graduate,No,8576,7991.0,429.0,240.0,0.0,Semiurban,Y
Female,Yes,2,Graduate,Yes,19920,307.0,356.0,240.0,1.0,Rural,N
Female,No,3,Graduate,No,9883,7956.0,303.0,360.0,0.0,Rural,Y
Female,Yes,3,Graduate,Yes,19293,8683.0,333.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,3126,4582.0,231.0,360.0,1.0,Urban,N
Male,Yes,2,Graduate,Yes,16368,5651.0,217.0,360.0,1.0,Semiurban,Y
Male,No,3,Graduate,Yes,16311,2101.0,446.0,240.0,1.0,Rural,N
Male,No,2,Not Graduate,Yes,8293,2828.0,398.0,180.0,1.0,Rural,N
Male,Yes,0,Graduate,Yes,12817,6963.0,285.0,180.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,13891,405.0,102.0,240.0,0.0,Rural,Y
Female,No,3,Graduate,No,3079,1139.0,283.0,240.0,1.0,Semiurban,N
Female,No,0,Not Graduate,No,12757,1907.0,197.0,240.0,0.0,Rural,Y
Male,No,2,Graduate,No,19616,5536.0,254.0,180.0,0.0,Urban,N
Female,No,2,Graduate,No,12504,7335.0,372.0,180.0,0.0,Urban,Y
Male,No,0,Not Graduate,Yes,5301,5930.0,206.0,360.0,0.0,Semiurban,N
Female,No,2,Not Graduate,Yes,10962,3855.0,315.0,360.0,1.0,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,3501,5095.0,404.0,180.0,0.0,Rural,Y
Female,No,1,Not Graduate,No,7181,4706.0,445.0,240.0,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,Yes,16608,2943.0,424.0,180.0,1.0,Urban,N
Male,No,2,Graduate,No,4104,987.0,125.0,180.0,0.0,Urban,N
Female,Yes,3,Not Graduate,No,18015,8589.0,307.0,360.0,1.0,Urban,N
Male,No,0,Graduate,No,2134,4301.0,207.0,360.0,1.0,Urban,Y
Female,No,2,Graduate,Yes,15527,864.0,187.0,240.0,0.0,Urban,Y
Male,Yes,2,Not Graduate,No,5388,513.0,121.0,180.0,0.0,Rural,N
Female,Yes,1,Graduate,Yes,5143,351.0,63.0,360.0,0.0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,15020,1608.0,82.0,180.0,0.0,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,3284,7691.0,116.0,360.0,0.0,Urban,Y
Female,Yes,2,Not Graduate,No,1828,6238.0,36.0,180.0,0.0,Urban,N
Male,Yes,2,Not Graduate,Yes,14971,8237.0,59.0,360.0,0.0,Urban,N
Female,Yes,0,Graduate,No,11854,7735.0,459.0,240.0,1.0,Urban,Y
Female,Yes,0,Graduate,Yes,10852,3027.0,203.0,360.0,0.0,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,3296,8713.0,256.0,240.0,0.0,Rural,N
Male,No,1,Graduate,Yes,8085,3352.0,459.0,360.0,1.0,Semiurban,Y
Female,Yes,3,Graduate,No,17077,8076.0,163.0,180.0,0.0,Urban,Y
Male,No,3,Not Graduate,No,10849,7658.0,54.0,360.0,0.0,Rural,N
Female,Yes,3,Not Graduate,No,16817,4873.0,482.0,240.0,0.0,Semiurban,Y
Female,No,1,Not Graduate,No,11668,6016.0,352.0,240.0,1.0,Semiurban,N
Female,No,0,Graduate,No,7449,600.0,85.0,360.0,0.0,Urban,N
Female,No,2,Graduate,Yes,16957,8801.0,211.0,240.0,1.0,Semiurban,Y
Female,No,1,Not Graduate,No,4369,3830.0,427.0,240.0,1.0,Semiurban,N
Male,Yes,1,Graduate,Yes,12573,2127.0,259.0,180.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,5673,892.0,260.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,Yes,9421,6296.0,251.0,360.0,1.0,Rural,N
Female,Yes,0,Not Graduate,Yes,19330,6604.0,488.0,180.0,1.0,Urban,Y
Female,Yes,1,Graduate,No,11607,2154.0,272.0,360.0,0.0,Rural,N
Male,No,0,Not Graduate,No,7491,2476.0,91.0,180.0,1.0,Rural,Y
Female,No,2,Graduate,Yes,8171,4789.0,230.0,180.0,0.0,Urban,N
Female,Yes,1,Not Graduate,No,12731,6780.0,395.0,240.0,0.0,Rural,N
Male,Yes,0,Not Graduate,Yes,10006,765.0,380.0,180.0,0.0,Urban,N
Male,No,1,Graduate,Yes,17212,7303.0,364.0,360.0,0.0,Rural,Y
Female,No,3,Graduate,No,5952,9141.0,411.0,360.0,1.0,Semiurban,Y
Male,No,0,Not Graduate,Yes,6359,3027.0,308.0,240.0,0.0,Urban,N
Male,Yes,2,Not Graduate,Yes,4658,7193.0,195.0,240.0,0.0,Rural,Y
Female,Yes,3,Not Graduate,Yes,4936,1394.0,54.0,360.0,1.0,Rural,N
Male,Yes,0,Graduate,Yes,17131,2452.0,355.0,240.0,1.0,Semiurban,N
Female,Yes,0,Graduate,Yes,13213,7653.0,176.0,180.0,0.0,Urban,Y
Female,No,0,Not Graduate,No,14058,6730.0,246.0,180.0,0.0,Rural,Y
Female,Yes,2,Not Graduate,No,19020,4738.0,85.0,180.0,1.0,Urban,N
Male,No,1,Graduate,No,8005,8670.0,83.0,360.0,0.0,Rural,N
Male,No,2,Not Graduate,No,9859,4322.0,324.0,180.0,0.0,Rural,Y
Female,No,2,Graduate,No,12953,7366.0,193.0,360.0,1.0,Semiurban,N
Female,Yes,1,Not Graduate,Yes,7690,5877.0,307.0,240.0,0.0,Rural,Y
Male,No,3,Not Graduate,Yes,4971,2649.0,416.0,240.0,1.0,Urban,Y
Male,No,3,Graduate,No,12395,3865.0,148.0,240.0,1.0,Rural,N
Female,Yes,2,Not Graduate,Yes,3058,4594.0,499.0,240.0,0.0,Urban,N
Female,Yes,2,Not Graduate,No,13993,7478.0,75.0,240.0,0.0,Rural,Y
Female,No,0,Graduate,No,16738,7601.0,455.0,180.0,0.0,Rural,Y
Female,Yes,0,Not Graduate,Yes,6133,3136.0,365.0,180.0,0.0,Urban,Y
Male,No,3,Graduate,Yes,12130,2367.0,335.0,180.0,1.0,Semiurban,Y
Female,No,2,Not Graduate,Yes,19797,5887.0,48.0,240.0,0.0,Rural,Y
Female,Yes,1,Graduate,No,3125,4465.0,103.0,240.0,1.0,Urban,N
Female,Yes,1,Graduate,Yes,1500,6662.0,340.0,240.0,0.0,Rural,N
Male,Yes,3,Not Graduate,No,17202,58.0,141.0,240.0,0.0,Rural,Y
Male,No,0,Not Graduate,No,11040,300.0,197.0,360.0,1.0,Rural,N
Male,Yes,2,Graduate,Yes,7850,8621.0,308.0,180.0,1.0,Rural,Y
Male,Yes,2,Not Graduate,Yes,18845,5591.0,438.0,180.0,0.0,Urban,N
Female,No,1,Graduate,No,14676,5121.0,472.0,240.0,0.0,Rural,Y
Female,No,0,Graduate,No,10142,6985.0,306.0,360.0,0.0,Urban,N
Female,Yes,0,Not Graduate,Yes,13129,582.0,209.0,360.0,0.0,Rural,Y
Female,Yes,1,Graduate,Yes,8326,2420.0,401.0,360.0,1.0,Urban,Y
Female,No,2,Not Graduate,Yes,11262,3115.0,221.0,240.0,1.0,Urban,N
Female,No,2,Graduate,Yes,1520,8347.0,394.0,240.0,0.0,Urban,Y
Female,Yes,0,Graduate,Yes,3375,271.0,381.0,360.0,0.0,Urban,Y
Female,Yes,0,Not Graduate,No,2006,3873.0,92.0,360.0,0.0,Semiurban,Y
Female,Yes,2,Not Graduate,No,13714,4488.0,39.0,240.0,0.0,Urban,Y
Female,Yes,3,Graduate,No,10422,3041.0,277.0,360.0,0.0,Rural,Y
Female,No,2,Graduate,Yes,3996,4971.0,294.0,180.0,1.0,Rural,N
Female,Yes,3,Graduate,No,14047,7877.0,283.0,360.0,0.0,Semiurban,Y
Female,No,0,Not Graduate,No,3581,3396.0,341.0,240.0,0.0,Rural,Y
Male,No,0,Graduate,No,17468,3804.0,459.0,240.0,0.0,Urban,Y
Female,Yes,1,Not Graduate,Yes,10514,1290.0,33.0,360.0,0.0,Urban,N
Female,No,3,Graduate,No,10447,7841.0,367.0,180.0,0.0,Semiurban,N
Male,No,3,Not Graduate,Yes,4780,467.0,394.0,180.0,0.0,Rural,Y
Female,Yes,1,Graduate,Yes,10374,5006.0,202.0,360.0,1.0,Urban,Y
Female,Yes,2,Not Graduate,Yes,14450,7925.0,225.0,360.0,0.0,Semiurban,N
Male,No,3,Graduate,Yes,10248,5059.0,302.0,180.0,0.0,Urban,N
Male,Yes,3,Not Graduate,Yes,17948,5019.0,333.0,240.0,1.0,Semiurban,N
Female,Yes,1,Graduate,No,14249,8935.0,178.0,180.0,0.0,Semiurban,Y
Male,No,2,Graduate,No,15135,5020.0,295.0,360.0,1.0,Urban,N
Male,Yes,2,Not Graduate,Yes,2290,9180.0,298.0,240.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,17906,1990.0,237.0,360.0,1.0,Semiurban,N
Female,No,3,Graduate,No,8089,5468.0,102.0,240.0,0.0,Semiurban,Y
Female,No,1,Not Graduate,No,5096,986.0,170.0,180.0,0.0,Rural,N
Female,Yes,0,Not Graduate,No,6846,857.0,342.0,180.0,0.0,Rural,N
Male,Yes,1,Graduate,Yes,13983,525.0,362.0,240.0,0.0,Rural,N
Male,No,0,Not Graduate,No,5871,8891.0,278.0,180.0,1.0,Rural,Y
Female,Yes,0,Not Graduate,Yes,12485,898.0,232.0,360.0,0.0,Rural,N
Female,No,1,Not Graduate,No,19190,6285.0,278.0,240.0,0.0,Urban,Y
Female,Yes,0,Not Graduate,Yes,19310,9822.0,289.0,180.0,1.0,Rural,Y
Female,No,0,Graduate,No,11517,6306.0,230.0,360.0,1.0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,16400,5091.0,375.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,Yes,10350,191.0,231.0,360.0,1.0,Rural,N
Female,No,2,Graduate,Yes,9084,7128.0,268.0,240.0,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,12431,9174.0,197.0,180.0,1.0,Semiurban,N
Male,No,2,Graduate,No,13007,697.0,499.0,240.0,0.0,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,11726,4358.0,462.0,240.0,0.0,Semiurban,N
Male,Yes,1,Graduate,No,6417,5167.0,168.0,180.0,0.0,Semiurban,Y
Female,No,2,Not Graduate,Yes,14365,2537.0,334.0,180.0,0.0,Semiurban,Y
Male,No,1,Not Graduate,No,9041,3122.0,224.0,180.0,1.0,Semiurban,N
Female,Yes,3,Graduate,Yes,2236,4002.0,261.0,240.0,1.0,Urban,Y
Female,Yes,3,Graduate,Yes,8933,1479.0,238.0,240.0,1.0,Semiurban,N
Female,Yes,3,Graduate,No,18170,903.0,172.0,360.0,1.0,Urban,N
